N	nu_0	J	eta_n	phi_pack	ftype	n_steps	dt	n_save	update_nn	fanisotropy	max_dist	date_string	filename
50	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,18,35,33	sphere_data_analysis_2015-08-06_18-35-33.p
50	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,18,36,56	sphere_data_analysis_2015-08-06_18-36-56.p
50	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,18,38,25	sphere_data_analysis_2015-08-06_18-38-25.p
50	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,18,39,55	sphere_data_analysis_2015-08-06_18-39-55.p
50	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,18,41,18	sphere_data_analysis_2015-08-06_18-41-18.p
50	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,18,42,52	sphere_data_analysis_2015-08-06_18-42-52.p
50	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,18,44,23	sphere_data_analysis_2015-08-06_18-44-23.p
50	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,18,45,53	sphere_data_analysis_2015-08-06_18-45-53.p
50	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,18,47,27	sphere_data_analysis_2015-08-06_18-47-27.p
50	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,18,48,49	sphere_data_analysis_2015-08-06_18-48-49.p
50	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,18,50,19	sphere_data_analysis_2015-08-06_18-50-19.p
50	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,18,51,42	sphere_data_analysis_2015-08-06_18-51-42.p
50	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,18,53,16	sphere_data_analysis_2015-08-06_18-53-16.p
50	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,18,54,44	sphere_data_analysis_2015-08-06_18-54-44.p
50	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,18,56,16	sphere_data_analysis_2015-08-06_18-56-16.p
50	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,18,57,39	sphere_data_analysis_2015-08-06_18-57-39.p
50	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,18,59,03	sphere_data_analysis_2015-08-06_18-59-03.p
50	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,00,26	sphere_data_analysis_2015-08-06_19-00-26.p
50	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,01,49	sphere_data_analysis_2015-08-06_19-01-49.p
50	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,03,11	sphere_data_analysis_2015-08-06_19-03-11.p
50	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,04,34	sphere_data_analysis_2015-08-06_19-04-34.p
50	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,06,08	sphere_data_analysis_2015-08-06_19-06-08.p
50	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,07,41	sphere_data_analysis_2015-08-06_19-07-41.p
50	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,09,13	sphere_data_analysis_2015-08-06_19-09-13.p
50	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,10,46	sphere_data_analysis_2015-08-06_19-10-46.p
50	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,12,18	sphere_data_analysis_2015-08-06_19-12-18.p
50	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,13,48	sphere_data_analysis_2015-08-06_19-13-48.p
50	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,15,11	sphere_data_analysis_2015-08-06_19-15-11.p
50	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,16,41	sphere_data_analysis_2015-08-06_19-16-41.p
50	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,18,11	sphere_data_analysis_2015-08-06_19-18-11.p
50	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,19,34	sphere_data_analysis_2015-08-06_19-19-34.p
50	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,21,08	sphere_data_analysis_2015-08-06_19-21-08.p
50	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,22,40	sphere_data_analysis_2015-08-06_19-22-40.p
50	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,24,14	sphere_data_analysis_2015-08-06_19-24-14.p
50	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,25,48	sphere_data_analysis_2015-08-06_19-25-48.p
50	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,27,21	sphere_data_analysis_2015-08-06_19-27-21.p
50	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,28,50	sphere_data_analysis_2015-08-06_19-28-50.p
50	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,30,22	sphere_data_analysis_2015-08-06_19-30-22.p
50	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,31,50	sphere_data_analysis_2015-08-06_19-31-50.p
50	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,33,24	sphere_data_analysis_2015-08-06_19-33-24.p
50	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,34,49	sphere_data_analysis_2015-08-06_19-34-49.p
50	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,36,12	sphere_data_analysis_2015-08-06_19-36-12.p
50	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,37,38	sphere_data_analysis_2015-08-06_19-37-38.p
50	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,39,12	sphere_data_analysis_2015-08-06_19-39-12.p
50	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,40,35	sphere_data_analysis_2015-08-06_19-40-35.p
50	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,41,57	sphere_data_analysis_2015-08-06_19-41-57.p
50	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,43,20	sphere_data_analysis_2015-08-06_19-43-20.p
50	2	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,44,43	sphere_data_analysis_2015-08-06_19-44-43.p
50	2	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,46,13	sphere_data_analysis_2015-08-06_19-46-13.p
50	2	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,47,45	sphere_data_analysis_2015-08-06_19-47-45.p
50	2	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,49,18	sphere_data_analysis_2015-08-06_19-49-18.p
50	2	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,50,46	sphere_data_analysis_2015-08-06_19-50-46.p
50	2	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,19,52,17	sphere_data_analysis_2015-08-06_19-52-17.p
50	2	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,53,49	sphere_data_analysis_2015-08-06_19-53-49.p
50	2	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,55,15	sphere_data_analysis_2015-08-06_19-55-15.p
50	2	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,19,56,44	sphere_data_analysis_2015-08-06_19-56-44.p
50	2	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,58,07	sphere_data_analysis_2015-08-06_19-58-07.p
50	2	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,19,59,40	sphere_data_analysis_2015-08-06_19-59-40.p
50	2	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,01,13	sphere_data_analysis_2015-08-06_20-01-13.p
50	2	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,02,48	sphere_data_analysis_2015-08-06_20-02-48.p
50	2	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,04,22	sphere_data_analysis_2015-08-06_20-04-22.p
50	2	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,05,54	sphere_data_analysis_2015-08-06_20-05-54.p
50	2	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,07,27	sphere_data_analysis_2015-08-06_20-07-27.p
50	2	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,08,50	sphere_data_analysis_2015-08-06_20-08-50.p
50	2	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,10,17	sphere_data_analysis_2015-08-06_20-10-17.p
50	2	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,11,49	sphere_data_analysis_2015-08-06_20-11-49.p
50	2	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,13,21	sphere_data_analysis_2015-08-06_20-13-21.p
50	2	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,14,55	sphere_data_analysis_2015-08-06_20-14-55.p
50	2	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,16,27	sphere_data_analysis_2015-08-06_20-16-27.p
50	2	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,18,00	sphere_data_analysis_2015-08-06_20-18-00.p
50	2	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,19,34	sphere_data_analysis_2015-08-06_20-19-34.p
50	2	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,21,07	sphere_data_analysis_2015-08-06_20-21-07.p
50	2	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,22,30	sphere_data_analysis_2015-08-06_20-22-30.p
50	2	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,23,53	sphere_data_analysis_2015-08-06_20-23-53.p
100	0.5	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,25,16	sphere_data_analysis_2015-08-06_20-25-16.p
100	0.5	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,28,16	sphere_data_analysis_2015-08-06_20-28-16.p
100	0.5	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,31,17	sphere_data_analysis_2015-08-06_20-31-17.p
100	0.5	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,34,16	sphere_data_analysis_2015-08-06_20-34-16.p
100	0.5	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,37,17	sphere_data_analysis_2015-08-06_20-37-17.p
100	0.5	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,20,40,14	sphere_data_analysis_2015-08-06_20-40-14.p
100	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,43,15	sphere_data_analysis_2015-08-06_20-43-15.p
100	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,46,11	sphere_data_analysis_2015-08-06_20-46-11.p
100	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,20,49,11	sphere_data_analysis_2015-08-06_20-49-11.p
100	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,52,08	sphere_data_analysis_2015-08-06_20-52-08.p
100	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,55,07	sphere_data_analysis_2015-08-06_20-55-07.p
100	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,20,58,11	sphere_data_analysis_2015-08-06_20-58-11.p
100	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,01,08	sphere_data_analysis_2015-08-06_21-01-08.p
100	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,04,01	sphere_data_analysis_2015-08-06_21-04-01.p
100	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,07,01	sphere_data_analysis_2015-08-06_21-07-01.p
100	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,21,09,46	sphere_data_analysis_2015-08-06_21-09-46.p
100	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,21,12,41	sphere_data_analysis_2015-08-06_21-12-41.p
100	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,21,15,42	sphere_data_analysis_2015-08-06_21-15-42.p
100	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,21,18,25	sphere_data_analysis_2015-08-06_21-18-25.p
100	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,21,21,17	sphere_data_analysis_2015-08-06_21-21-17.p
100	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,21,24,11	sphere_data_analysis_2015-08-06_21-24-11.p
100	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,27,03	sphere_data_analysis_2015-08-06_21-27-03.p
100	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,29,48	sphere_data_analysis_2015-08-06_21-29-48.p
100	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,32,47	sphere_data_analysis_2015-08-06_21-32-47.p
100	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,21,35,30	sphere_data_analysis_2015-08-06_21-35-30.p
100	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,21,38,13	sphere_data_analysis_2015-08-06_21-38-13.p
100	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,21,40,57	sphere_data_analysis_2015-08-06_21-40-57.p
100	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,21,43,49	sphere_data_analysis_2015-08-06_21-43-49.p
100	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,21,46,47	sphere_data_analysis_2015-08-06_21-46-47.p
100	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,21,49,47	sphere_data_analysis_2015-08-06_21-49-47.p
100	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,52,47	sphere_data_analysis_2015-08-06_21-52-47.p
100	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,55,47	sphere_data_analysis_2015-08-06_21-55-47.p
100	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,21,58,49	sphere_data_analysis_2015-08-06_21-58-49.p
100	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,01,48	sphere_data_analysis_2015-08-06_22-01-48.p
100	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,04,46	sphere_data_analysis_2015-08-06_22-04-46.p
100	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,07,45	sphere_data_analysis_2015-08-06_22-07-45.p
100	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,22,10,44	sphere_data_analysis_2015-08-06_22-10-44.p
100	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,22,13,44	sphere_data_analysis_2015-08-06_22-13-44.p
100	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,22,16,41	sphere_data_analysis_2015-08-06_22-16-41.p
100	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,22,19,41	sphere_data_analysis_2015-08-06_22-19-41.p
100	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,22,22,41	sphere_data_analysis_2015-08-06_22-22-41.p
100	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,22,25,39	sphere_data_analysis_2015-08-06_22-25-39.p
100	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,28,27	sphere_data_analysis_2015-08-06_22-28-27.p
100	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,31,28	sphere_data_analysis_2015-08-06_22-31-28.p
100	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,34,29	sphere_data_analysis_2015-08-06_22-34-29.p
100	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,22,37,24	sphere_data_analysis_2015-08-06_22-37-24.p
100	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,22,40,18	sphere_data_analysis_2015-08-06_22-40-18.p
100	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,22,43,03	sphere_data_analysis_2015-08-06_22-43-03.p
100	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,22,46,00	sphere_data_analysis_2015-08-06_22-46-00.p
100	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,22,48,44	sphere_data_analysis_2015-08-06_22-48-44.p
100	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,06,22,51,38	sphere_data_analysis_2015-08-06_22-51-38.p
100	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,54,22	sphere_data_analysis_2015-08-06_22-54-22.p
100	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,57,05	sphere_data_analysis_2015-08-06_22-57-05.p
100	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,06,22,59,48	sphere_data_analysis_2015-08-06_22-59-48.p
100	2	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,02,32	sphere_data_analysis_2015-08-06_23-02-32.p
100	2	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,05,28	sphere_data_analysis_2015-08-06_23-05-28.p
100	2	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,08,27	sphere_data_analysis_2015-08-06_23-08-27.p
100	2	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,23,11,27	sphere_data_analysis_2015-08-06_23-11-27.p
100	2	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,23,14,25	sphere_data_analysis_2015-08-06_23-14-25.p
100	2	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,06,23,17,23	sphere_data_analysis_2015-08-06_23-17-23.p
100	2	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,23,20,14	sphere_data_analysis_2015-08-06_23-20-14.p
100	2	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,23,23,10	sphere_data_analysis_2015-08-06_23-23-10.p
100	2	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,06,23,25,58	sphere_data_analysis_2015-08-06_23-25-58.p
100	2	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,28,42	sphere_data_analysis_2015-08-06_23-28-42.p
100	2	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,31,41	sphere_data_analysis_2015-08-06_23-31-41.p
100	2	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,34,24	sphere_data_analysis_2015-08-06_23-34-24.p
100	2	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,23,37,26	sphere_data_analysis_2015-08-06_23-37-26.p
100	2	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,23,40,26	sphere_data_analysis_2015-08-06_23-40-26.p
100	2	1	1	1	1	10000	0.005	50	 	 	 	2015,08,06,23,43,27	sphere_data_analysis_2015-08-06_23-43-27.p
100	2	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,23,46,31	sphere_data_analysis_2015-08-06_23-46-31.p
100	2	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,23,49,20	sphere_data_analysis_2015-08-06_23-49-20.p
100	2	1	2	1	1	10000	0.005	50	 	 	 	2015,08,06,23,52,09	sphere_data_analysis_2015-08-06_23-52-09.p
100	2	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,54,56	sphere_data_analysis_2015-08-06_23-54-56.p
100	2	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,06,23,57,55	sphere_data_analysis_2015-08-06_23-57-55.p
100	2	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,00,00,59	sphere_data_analysis_2015-08-07_00-00-59.p
100	2	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,00,03,47	sphere_data_analysis_2015-08-07_00-03-47.p
100	2	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,00,06,37	sphere_data_analysis_2015-08-07_00-06-37.p
100	2	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,00,09,37	sphere_data_analysis_2015-08-07_00-09-37.p
100	2	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,00,12,26	sphere_data_analysis_2015-08-07_00-12-26.p
100	2	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,00,15,09	sphere_data_analysis_2015-08-07_00-15-09.p
100	2	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,00,17,52	sphere_data_analysis_2015-08-07_00-17-52.p
200	0.5	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,00,20,44	sphere_data_analysis_2015-08-07_00-20-44.p
200	0.5	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,00,26,19	sphere_data_analysis_2015-08-07_00-26-19.p
200	0.5	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,00,32,01	sphere_data_analysis_2015-08-07_00-32-01.p
200	0.5	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,07,00,37,45	sphere_data_analysis_2015-08-07_00-37-45.p
200	0.5	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,07,00,43,38	sphere_data_analysis_2015-08-07_00-43-38.p
200	0.5	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,07,00,49,24	sphere_data_analysis_2015-08-07_00-49-24.p
200	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,07,00,55,21	sphere_data_analysis_2015-08-07_00-55-21.p
200	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,07,01,01,27	sphere_data_analysis_2015-08-07_01-01-27.p
200	0.5	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,07,01,07,23	sphere_data_analysis_2015-08-07_01-07-23.p
200	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,01,13,16	sphere_data_analysis_2015-08-07_01-13-16.p
200	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,01,19,07	sphere_data_analysis_2015-08-07_01-19-07.p
200	0.5	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,01,24,49	sphere_data_analysis_2015-08-07_01-24-49.p
200	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,07,01,30,42	sphere_data_analysis_2015-08-07_01-30-42.p
200	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,07,01,36,29	sphere_data_analysis_2015-08-07_01-36-29.p
200	0.5	1	1	1	1	10000	0.005	50	 	 	 	2015,08,07,01,42,08	sphere_data_analysis_2015-08-07_01-42-08.p
200	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,07,01,47,58	sphere_data_analysis_2015-08-07_01-47-58.p
200	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,07,01,53,33	sphere_data_analysis_2015-08-07_01-53-33.p
200	0.5	1	2	1	1	10000	0.005	50	 	 	 	2015,08,07,01,59,06	sphere_data_analysis_2015-08-07_01-59-06.p
200	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,02,04,48	sphere_data_analysis_2015-08-07_02-04-48.p
200	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,02,10,12	sphere_data_analysis_2015-08-07_02-10-12.p
200	0.5	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,02,15,50	sphere_data_analysis_2015-08-07_02-15-50.p
200	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,02,21,38	sphere_data_analysis_2015-08-07_02-21-38.p
200	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,02,27,07	sphere_data_analysis_2015-08-07_02-27-07.p
200	0.5	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,02,32,45	sphere_data_analysis_2015-08-07_02-32-45.p
200	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,02,38,23	sphere_data_analysis_2015-08-07_02-38-23.p
200	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,02,44,14	sphere_data_analysis_2015-08-07_02-44-14.p
200	0.5	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,02,49,59	sphere_data_analysis_2015-08-07_02-49-59.p
200	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,02,55,23	sphere_data_analysis_2015-08-07_02-55-23.p
200	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,03,01,14	sphere_data_analysis_2015-08-07_03-01-14.p
200	1	0.5	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,03,07,06	sphere_data_analysis_2015-08-07_03-07-06.p
200	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,07,03,12,57	sphere_data_analysis_2015-08-07_03-12-57.p
200	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,07,03,18,47	sphere_data_analysis_2015-08-07_03-18-47.p
200	1	0.5	1	1	1	10000	0.005	50	 	 	 	2015,08,07,03,24,38	sphere_data_analysis_2015-08-07_03-24-38.p
200	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,07,03,30,31	sphere_data_analysis_2015-08-07_03-30-31.p
200	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,07,03,36,19	sphere_data_analysis_2015-08-07_03-36-19.p
200	1	0.5	2	1	1	10000	0.005	50	 	 	 	2015,08,07,03,42,02	sphere_data_analysis_2015-08-07_03-42-02.p
200	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,03,47,53	sphere_data_analysis_2015-08-07_03-47-53.p
200	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,03,53,43	sphere_data_analysis_2015-08-07_03-53-43.p
200	1	1	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,03,59,31	sphere_data_analysis_2015-08-07_03-59-31.p
200	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,07,04,05,26	sphere_data_analysis_2015-08-07_04-05-26.p
200	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,07,04,11,12	sphere_data_analysis_2015-08-07_04-11-12.p
200	1	1	1	1	1	10000	0.005	50	 	 	 	2015,08,07,04,17,05	sphere_data_analysis_2015-08-07_04-17-05.p
200	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,07,04,23,02	sphere_data_analysis_2015-08-07_04-23-02.p
200	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,07,04,28,55	sphere_data_analysis_2015-08-07_04-28-55.p
200	1	1	2	1	1	10000	0.005	50	 	 	 	2015,08,07,04,34,42	sphere_data_analysis_2015-08-07_04-34-42.p
200	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,04,40,33	sphere_data_analysis_2015-08-07_04-40-33.p
200	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,04,46,12	sphere_data_analysis_2015-08-07_04-46-12.p
200	1	2	0.5	1	1	10000	0.005	50	 	 	 	2015,08,07,04,51,44	sphere_data_analysis_2015-08-07_04-51-44.p
200	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,04,57,07	sphere_data_analysis_2015-08-07_04-57-07.p
200	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,05,02,51	sphere_data_analysis_2015-08-07_05-02-51.p
200	1	2	1	1	1	10000	0.005	50	 	 	 	2015,08,07,05,08,36	sphere_data_analysis_2015-08-07_05-08-36.p
200	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,05,14,25	sphere_data_analysis_2015-08-07_05-14-25.p
200	1	2	2	1	1	10000	0.005	50	 	 	 	2015,08,07,05,19,49	sphere_data_analysis_2015-08-07_05-19-49.p
